Applicant_ID,Age,Monthly_Income_TL,Employment_Type,Employment_Tenure_Years,Education_Level,Marital_Status,Dependents,City,Home_Ownership,Credit_Score,Existing_Monthly_Debt_TL,Requested_Loan_Amount_TL,Loan_Term_Months,Loan_Purpose,Late_Payments_Last_2Y,Has_Guarantor,Loan_Approved
LA-00466,47,57295.57,Public_Sector,6,High_School,Single,0,Konya,Mortgage,,15078.93,148307.67,120,Education,0,No,No
LA-00467,37,57279.40,Self_Employed,0,Bachelor,Married,3,Ankara,Owner,625,8818.82,221343.38,48,Business,1,No,No
LA-00468,47,33793.29,Private_Sector,11,Bachelor,Married,4,Gaziantep,Owner,702,14985.81,453483.74,120,Debt_Consolidation,0,No,No
LA-00469,25,,Self_Employed,6,Master,Single,0,Bursa,Owner,779,18285.48,214380.03,12,Debt_Consolidation,2,No,Yes
LA-00470,32,55772.67,Public_Sector,12,Associate,Single,3,Istanbul,Rent,626,26135.20,121222.71,24,Business,0,No,No
LA-00471,51,68265.88,Self_Employed,13,High_School,Single,3,Adana,Family_Home,652,29416.80,930832.23,120,Vehicle,0,No,Yes
LA-00472,54,63309.74,Private_Sector,12,Bachelor,Single,3,Bursa,Family_Home,728,27397.49,98448.34,84,Business,1,No,No
LA-00473,35,105249.41,Public_Sector,6,Master,Single,4,Konya,Rent,750,57798.31,89224.47,48,Debt_Consolidation,0,No,Yes
LA-00474,45,75081.49,Self_Employed,6,Bachelor,Married,1,Ankara,Family_Home,707,35185.90,207154.30,12,Business,0,Yes,Yes
LA-00475,31,89647.94,Private_Sector,2,Bachelor,Single,3,Gaziantep,Rent,758,53175.68,115543.48,84,Vehicle,0,Yes,No
LA-00476,62,30166.10,,14,Bachelor,Married,3,Istanbul,Family_Home,734,14102.39,254329.75,24,Education,0,Yes,No
LA-00477,57,78147.74,Private_Sector,14,High_School,Single,,Bursa,Rent,692,13809.71,585740.08,24,Home,2,No,Yes
LA-00478,30,84765.59,Self_Employed,7,High_School,Married,1,Izmir,Rent,778,41651.52,309294.67,12,Home,0,No,Yes
LA-00479,51,38514.52,,17,Bachelor,Divorced,4,Ankara,Rent,618,20806.35,192368.66,120,Other,2,No,No
LA-00480,41,37747.68,Public_Sector,12,Bachelor,Widowed,0,Izmir,Mortgage,499,23369.96,293016.72,12,Other,2,No,No
LA-00481,58,103851.86,Self_Employed,17,Bachelor,Married,1,Ankara,Mortgage,793,37837.67,97842.41,120,Debt_Consolidation,0,No,Yes
LA-00482,30,21849.84,Self_Employed,2,Master,Single,1,Bursa,Rent,722,8314.66,454129.16,60,Education,0,No,No
LA-00483,63,52812.83,Freelancer,19,Bachelor,Single,1,Konya,Mortgage,582,14309.73,189733.83,84,Debt_Consolidation,0,Yes,No
LA-00484,30,29232.34,Private_Sector,0,High_School,Married,0,Ankara,Owner,545,8807.45,176006.58,48,Home,0,No,Yes
LA-00485,40,91446.68,Public_Sector,0,Bachelor,Single,1,Istanbul,Owner,723,13607.24,309203.06,84,Home,0,No,Yes
LA-00486,41,56403.13,Public_Sector,8,Master,Single,5,Bursa,Owner,616,30597.55,748336.06,48,Business,0,No,Yes
LA-00487,60,53369.02,Private_Sector,15,Master,Married,2,Izmir,Family_Home,567,31265.24,474463.90,36,Home,0,No,No
LA-00488,53,51186.19,Private_Sector,12,Bachelor,Widowed,3,Konya,Rent,603,29105.54,549900.39,60,Debt_Consolidation,0,No,No
LA-00489,51,51926.62,Retired,18,Bachelor,Divorced,3,Adana,Rent,661,31665.65,652855.93,120,Business,1,No,No
LA-00490,45,26461.25,Private_Sector,13,Bachelor,Married,0,Istanbul,Owner,655,7882.38,232518.86,48,Vehicle,0,No,No
LA-00491,37,103091.54,Public_Sector,1,High_School,Single,2,Bursa,Owner,581,14590.42,561692.29,84,Vehicle,0,No,Yes
LA-00492,33,53300.29,Self_Employed,0,High_School,Married,1,Bursa,Owner,696,26761.91,882209.68,12,Business,0,No,No
LA-00493,68,83900.18,Self_Employed,20,High_School,Married,3,Gaziantep,Family_Home,553,49963.87,386771.77,36,Education,2,No,No
LA-00494,27,32349.93,Public_Sector,4,Bachelor,Single,0,Ankara,Mortgage,493,19724.27,71039.13,12,Business,0,No,No
LA-00495,49,79105.93,Private_Sector,16,Bachelor,Divorced,1,Izmir,Rent,694,7298.75,456507.30,12,Vehicle,0,No,Yes
LA-00496,23,65239.74,Private_Sector,0,Bachelor,Single,3,Istanbul,Rent,,11043.24,94565.00,48,Other,1,Yes,Yes
LA-00497,46,26927.61,Private_Sector,12,Associate,Married,2,Ankara,Mortgage,675,66229.79,96025.70,120,Other,0,Yes,No
LA-00498,65,61567.78,Private_Sector,20,Bachelor,Single,1,Antalya,Mortgage,832,17417.46,207174.02,60,Education,0,No,Yes
LA-00499,25,119518.01,Retired,7,High_School,Single,3,Ankara,Rent,775,28464.21,437330.52,48,Debt_Consolidation,0,No,Yes
LA-00500,35,37543.67,Private_Sector,6,Bachelor,Married,4,Istanbul,Rent,527,20635.09,171008.12,36,Debt_Consolidation,0,No,No
LA-00501,39,47239.74,Private_Sector,9,Master,Married,3,Gaziantep,Mortgage,656,77309.27,124478.52,84,Vehicle,0,No,No
LA-00502,36,,Self_Employed,8,Bachelor,Married,5,Ankara,Owner,509,25738.07,398018.81,60,Other,,No,No
LA-00503,56,38928.43,Self_Employed,14,Bachelor,Single,2,Antalya,Mortgage,745,22866.82,207985.80,24,Home,0,No,Yes
LA-00504,22,47090.02,Public_Sector,1,Bachelor,Married,2,Konya,Family_Home,542,14888.28,122162.61,48,Home,0,No,No
LA-00505,45,61941.22,Freelancer,12,Bachelor,Married,0,Ankara,Rent,599,16073.85,233441.47,24,Other,0,No,Yes
LA-00506,44,35070.01,Private_Sector,7,Master,Single,0,Izmir,Mortgage,625,6057.76,247323.14,36,Business,1,No,No
LA-00507,37,69645.32,Public_Sector,5,Bachelor,Single,0,Bursa,Mortgage,637,,62908.16,48,Debt_Consolidation,0,No,No
LA-00508,21,45110.39,Freelancer,3,High_School,Married,4,Gaziantep,Owner,590,16764.81,78466.96,120,Home,0,No,No
LA-00509,25,60821.45,Public_Sector,0,Bachelor,Single,1,Istanbul,Family_Home,690,11087.35,368517.48,24,Other,1,Yes,No
LA-00510,29,48837.84,Private_Sector,2,Associate,Single,1,Adana,Rent,599,3211.84,730829.00,12,Education,1,No,No
LA-00511,36,29212.88,Private_Sector,6,Master,Married,0,Adana,Owner,577,12234.88,133503.13,12,Business,0,No,Yes
LA-00512,36,108086.25,Private_Sector,2,Master,Married,1,Istanbul,Family_Home,570,62801.24,221961.80,48,Education,1,No,Yes
LA-00513,66,26849.77,Private_Sector,25,Master,Married,0,Konya,Rent,691,14621.46,595456.45,36,Vehicle,2,Yes,Yes
LA-00514,55,49053.79,Freelancer,22,Master,Married,2,Antalya,Owner,684,27957.13,1056260.01,120,Business,2,No,Yes
LA-00515,27,306916.84,Private_Sector,1,Bachelor,Married,1,Izmir,Rent,757,107815.53,216842.53,84,Debt_Consolidation,0,No,Yes
LA-00516,25,56959.65,Private_Sector,,Bachelor,Divorced,1,Izmir,Owner,772,19368.97,647754.09,60,Debt_Consolidation,0,No,Yes
LA-00517,31,41156.33,Freelancer,4,Bachelor,Married,1,Istanbul,Mortgage,726,14497.76,621255.75,84,Other,2,No,Yes
LA-00518,30,25427.24,Self_Employed,8,Master,Widowed,3,Gaziantep,Owner,512,3031.36,289584.84,36,Education,2,No,Yes
LA-00519,68,78544.84,Public_Sector,14,Bachelor,Married,1,Istanbul,Rent,644,28950.09,95954.80,12,Home,0,No,Yes
LA-00520,27,42977.92,Private_Sector,1,Associate,Single,2,Bursa,Mortgage,586,2726.04,225681.84,12,Business,1,No,No
LA-00521,65,45077.30,Private_Sector,17,Bachelor,Married,2,Izmir,Rent,664,27260.96,183061.66,24,Debt_Consolidation,0,No,No
LA-00522,55,112125.31,Public_Sector,16,Master,Single,1,Izmir,Family_Home,678,38369.47,113397.57,60,Other,1,No,Yes
LA-00523,51,61348.06,,8,Associate,Divorced,0,Ankara,Mortgage,657,23495.89,296721.41,120,Debt_Consolidation,6,Yes,No
LA-00524,27,39372.17,Private_Sector,9,Associate,Married,4,Ankara,Owner,588,17950.09,209127.35,36,Business,2,No,Yes
LA-00525,48,87348.52,Freelancer,13,Bachelor,Single,2,Adana,Mortgage,678,17053.89,147295.30,24,Other,1,Yes,Yes
LA-00526,22,76240.02,Freelancer,4,High_School,Married,3,Antalya,Mortgage,631,6662.29,983966.26,12,Home,1,Yes,No
LA-00527,24,44158.94,Self_Employed,2,Bachelor,Single,1,Bursa,Rent,,17512.27,130263.34,84,Vehicle,0,Yes,No
LA-00528,65,84340.48,Private_Sector,18,Master,Married,0,Istanbul,Family_Home,582,22574.67,662392.42,12,Debt_Consolidation,0,No,No
LA-00529,59,42590.00,Private_Sector,18,High_School,Married,2,Bursa,Family_Home,690,24128.48,208583.04,12,Home,0,Yes,Yes
LA-00530,30,74894.55,Freelancer,6,High_School,Single,2,Gaziantep,Family_Home,696,14285.83,480551.11,84,Other,0,No,No
LA-00531,27,55407.94,Private_Sector,5,Bachelor,Married,2,Konya,Rent,820,15524.36,318682.38,48,Home,0,Yes,Yes
LA-00532,28,,Freelancer,3,Master,Married,2,Ankara,Rent,735,11734.47,192946.99,36,Business,0,No,Yes
LA-00533,58,70570.42,Public_Sector,19,High_School,Single,3,Istanbul,Mortgage,789,16095.36,269120.66,12,Debt_Consolidation,0,Yes,Yes
LA-00534,65,75166.85,Private_Sector,16,Bachelor,Married,1,Konya,Family_Home,660,35185.46,199420.36,36,Business,1,No,No
LA-00535,35,43085.67,Private_Sector,8,Master,Married,0,Adana,Mortgage,826,23759.52,148779.63,120,Education,2,No,Yes
LA-00536,46,57550.77,Public_Sector,18,Associate,Married,0,Gaziantep,Mortgage,812,28817.48,250575.88,24,Vehicle,1,Yes,Yes
LA-00537,60,83521.61,Self_Employed,16,High_School,Single,1,Antalya,Owner,533,24646.16,329174.45,12,Other,1,No,No
LA-00538,26,62083.46,Private_Sector,3,Master,Married,,Antalya,Rent,501,6844.70,1568994.35,84,Education,0,No,No
LA-00539,62,53194.71,Private_Sector,17,Associate,Married,,Istanbul,Rent,641,7734.71,541972.50,120,Education,1,No,Yes
LA-00540,43,44554.30,Freelancer,4,Bachelor,Married,2,Antalya,Mortgage,511,16246.27,246168.01,36,Vehicle,1,No,No
LA-00541,51,38623.10,Freelancer,8,Bachelor,Married,3,Adana,Mortgage,694,13053.02,311230.10,24,Vehicle,0,Yes,Yes
LA-00542,43,53189.98,Freelancer,7,Bachelor,Single,0,Gaziantep,Rent,639,17924.67,598106.68,12,Home,2,No,No
LA-00543,40,72710.95,Private_Sector,12,Bachelor,Widowed,2,Antalya,Owner,684,4546.20,438301.98,24,Other,1,No,Yes
LA-00544,60,51059.55,Private_Sector,10,Bachelor,Married,1,Ankara,Mortgage,649,13754.56,238990.53,120,Debt_Consolidation,3,No,Yes
LA-00545,65,38656.13,Retired,24,Master,Married,1,Antalya,Mortgage,,16666.64,409177.14,84,Education,0,No,No
LA-00546,42,44713.96,Self_Employed,9,Associate,Single,1,Antalya,Rent,581,4961.38,1940282.44,120,Business,0,No,No
LA-00547,65,62474.65,Freelancer,15,Associate,Married,1,Bursa,Rent,544,33464.67,103228.20,48,Debt_Consolidation,0,No,No
LA-00548,54,63950.79,Private_Sector,12,Master,Married,2,Istanbul,Mortgage,726,20013.01,137899.46,24,Education,0,No,Yes
LA-00549,29,46109.04,Private_Sector,4,Bachelor,Single,4,Antalya,Rent,577,9697.09,346320.96,12,Other,2,No,Yes
LA-00550,52,23008.97,Private_Sector,22,High_School,Married,3,Konya,Mortgage,770,7073.48,113109.88,12,Business,0,No,Yes
LA-00551,35,68734.10,Private_Sector,1,High_School,Single,2,Adana,Rent,547,26747.55,801477.59,84,Education,0,No,Yes
LA-00552,67,45328.84,,19,Associate,Divorced,2,Izmir,Owner,679,8777.70,153026.63,36,Vehicle,1,Yes,No
LA-00553,56,35189.02,Public_Sector,17,Bachelor,Married,2,Adana,Owner,615,1934.49,309541.33,48,Business,0,No,Yes
LA-00554,22,71353.46,Private_Sector,,Bachelor,Single,0,Ankara,Family_Home,705,34071.99,250993.30,24,Other,0,No,Yes
LA-00555,66,92792.07,Self_Employed,17,High_School,Single,1,Antalya,Family_Home,608,11054.41,385170.05,48,Home,1,Yes,Yes
LA-00556,51,97861.69,Private_Sector,20,Master,Widowed,1,Bursa,Rent,719,33019.45,325944.23,36,Debt_Consolidation,0,No,Yes
LA-00557,36,49227.22,Private_Sector,5,Master,Married,3,Ankara,Rent,533,15683.36,250185.33,48,Business,1,No,No
LA-00558,28,40588.17,Freelancer,2,Master,Single,3,Gaziantep,Rent,574,14066.11,124252.01,84,Home,0,No,No
LA-00559,26,62147.20,Private_Sector,5,Bachelor,Single,1,Istanbul,Rent,690,7387.64,227518.12,24,Other,0,No,No
LA-00560,50,39576.47,Private_Sector,12,Bachelor,Married,2,Antalya,Family_Home,682,3945.33,287906.85,84,Vehicle,2,No,No
LA-00561,66,30897.70,Private_Sector,19,Associate,Married,0,Gaziantep,Owner,676,4726.45,179843.69,12,Other,1,No,Yes
LA-00562,21,38157.69,Private_Sector,2,High_School,Single,3,Konya,Owner,574,13820.23,232766.24,36,Home,0,No,No
LA-00563,47,38878.31,,14,Master,Single,3,Antalya,Family_Home,590,3661.12,218670.83,36,Education,1,No,No
LA-00564,45,17502.84,Private_Sector,12,Bachelor,Single,3,Konya,Family_Home,583,8797.83,409560.63,120,Other,2,Yes,No
LA-00565,30,21179.74,Self_Employed,8,High_School,Married,4,Istanbul,Owner,600,4758.09,1387292.78,48,Vehicle,0,No,No
LA-00566,30,48700.67,Self_Employed,0,Bachelor,Single,1,Ankara,Rent,717,11308.81,184418.75,12,Debt_Consolidation,0,Yes,No
LA-00567,51,75320.89,Self_Employed,16,Bachelor,Single,2,Izmir,Family_Home,702,18708.08,178077.36,84,Vehicle,0,No,Yes
LA-00568,35,87485.93,Private_Sector,3,High_School,Single,1,Bursa,Rent,543,340855.62,238365.68,36,Business,2,No,No
LA-00569,65,49548.93,Freelancer,14,Associate,Divorced,0,Ankara,Owner,577,28561.34,329107.93,48,Business,2,Yes,Yes
LA-00570,56,,Public_Sector,9,Bachelor,Widowed,1,Istanbul,Family_Home,758,26140.47,198929.95,36,Debt_Consolidation,0,No,Yes
LA-00571,52,57780.97,Freelancer,13,High_School,Married,2,Konya,Family_Home,564,35302.88,278785.31,36,Business,2,No,No
LA-00572,32,41017.97,Self_Employed,0,Master,Single,1,Istanbul,Owner,561,2534.73,351693.28,24,Debt_Consolidation,0,No,No
LA-00573,64,87104.19,Public_Sector,18,Bachelor,Married,0,Antalya,Family_Home,749,30759.00,111183.65,12,Other,0,No,Yes
LA-00574,25,116700.27,Self_Employed,0,Bachelor,Married,2,Gaziantep,Mortgage,688,58751.70,97157.85,60,Home,2,No,No
LA-00575,36,49294.37,Private_Sector,12,Bachelor,Married,2,Antalya,Rent,,7155.61,133614.56,24,Debt_Consolidation,0,No,No
LA-00576,57,71470.51,Freelancer,15,High_School,Married,1,Adana,Owner,728,42388.11,89784.33,24,Debt_Consolidation,0,No,Yes
LA-00577,69,25470.63,Private_Sector,25,Bachelor,Single,2,Antalya,Owner,716,11526.98,102090.56,12,Home,0,No,No
LA-00578,43,95747.56,Private_Sector,10,Associate,Single,4,Antalya,Owner,697,30151.31,219582.67,24,Business,0,No,Yes
LA-00579,37,97918.46,Public_Sector,0,High_School,Married,2,Konya,Family_Home,,7832.67,298220.57,60,Debt_Consolidation,0,No,Yes
LA-00580,44,58949.11,Private_Sector,5,Bachelor,Married,1,Istanbul,Owner,773,6932.75,325717.86,48,Other,0,No,Yes
LA-00581,35,43872.27,Freelancer,0,Bachelor,Single,1,Adana,Family_Home,620,20913.58,379931.88,24,Education,1,No,No
LA-00582,38,24607.11,Self_Employed,6,High_School,Married,3,Izmir,Mortgage,610,37584.28,874113.40,24,Vehicle,3,No,No
LA-00583,41,71317.31,Self_Employed,,High_School,Single,1,Izmir,Rent,821,26646.12,736210.74,84,Education,0,No,Yes
LA-00584,60,35708.91,Private_Sector,13,Bachelor,Married,1,Konya,Rent,660,5464.34,432103.19,24,Other,0,Yes,No
LA-00585,37,87696.90,Private_Sector,3,Bachelor,Single,,Antalya,Owner,722,13814.46,659315.16,24,Business,0,Yes,Yes
LA-00586,59,58919.23,Private_Sector,8,Bachelor,Married,1,Adana,Mortgage,663,31497.70,43403.85,48,Other,3,Yes,No
LA-00587,41,35232.67,Self_Employed,6,High_School,Single,1,Gaziantep,Owner,481,8799.06,403898.01,120,Business,0,Yes,No
LA-00588,29,45266.22,Private_Sector,6,Associate,Married,1,Izmir,Owner,572,23350.72,1119385.21,120,Debt_Consolidation,0,No,No
LA-00589,56,19046.01,Retired,19,Bachelor,Single,1,Ankara,Mortgage,630,7437.89,170782.93,36,Other,2,Yes,No
LA-00590,65,72416.05,Self_Employed,23,High_School,Married,2,Konya,Owner,741,32284.11,448235.58,120,Vehicle,0,No,Yes
LA-00591,31,46965.52,Public_Sector,3,High_School,Single,2,Gaziantep,Owner,549,22957.00,50400.93,48,Vehicle,0,No,No
LA-00592,38,107402.85,Freelancer,9,High_School,Married,,Antalya,Family_Home,657,53188.54,269410.79,120,Debt_Consolidation,0,Yes,Yes
LA-00593,35,75082.00,Public_Sector,10,Master,Widowed,0,Gaziantep,Owner,571,14797.04,208913.30,24,Education,0,Yes,No
LA-00594,34,61527.64,Public_Sector,1,Bachelor,Single,0,Antalya,Owner,678,18695.01,767774.05,60,Business,0,No,Yes
LA-00595,60,48155.82,Private_Sector,21,High_School,Single,0,Izmir,Mortgage,458,25990.70,751305.23,12,Home,1,No,No
LA-00596,38,33116.03,Private_Sector,13,High_School,Married,3,Gaziantep,Owner,664,9567.06,153262.82,24,Education,0,No,No
LA-00597,35,90017.90,Self_Employed,7,Bachelor,Single,0,Izmir,Rent,754,13400.30,159765.87,120,Other,0,No,Yes
LA-00598,45,41931.71,Private_Sector,6,Bachelor,Single,3,Antalya,Mortgage,511,22882.16,172885.32,12,Debt_Consolidation,0,No,No
LA-00599,40,35035.08,Private_Sector,8,Master,Married,1,Antalya,Mortgage,542,17787.48,277871.24,48,Business,0,No,No
LA-00600,49,56113.31,Private_Sector,9,Master,Married,0,Gaziantep,Rent,612,12153.06,490583.16,12,Business,0,No,No
LA-00601,66,51702.27,Private_Sector,21,Bachelor,Married,5,Konya,Family_Home,620,23529.59,157916.46,24,Vehicle,0,Yes,No
LA-00602,33,50879.40,Public_Sector,7,Master,Single,,Antalya,Family_Home,653,29053.79,662529.62,24,Debt_Consolidation,3,No,No
LA-00603,46,,Self_Employed,8,Bachelor,Single,1,Adana,Mortgage,716,23089.94,280854.63,60,Other,1,No,No
LA-00604,66,36275.05,Private_Sector,21,High_School,Married,1,Adana,Owner,649,9926.11,272979.18,12,Other,0,Yes,Yes
LA-00605,31,77180.20,,3,High_School,Married,0,Antalya,Mortgage,674,45381.36,166577.42,24,Business,2,No,Yes
LA-00606,42,38855.51,Private_Sector,15,High_School,Single,0,Ankara,Rent,708,11623.29,212765.49,60,Debt_Consolidation,0,No,Yes
LA-00607,43,41235.11,Self_Employed,13,High_School,Married,3,Gaziantep,Owner,686,2377.87,295706.55,24,Education,0,No,Yes
LA-00608,58,42869.22,Public_Sector,10,High_School,Single,0,Konya,Owner,719,23172.61,739532.41,36,Other,0,Yes,No
LA-00609,67,49009.45,Public_Sector,26,Master,Single,0,Istanbul,Family_Home,797,27135.07,129350.23,120,Debt_Consolidation,0,Yes,No
LA-00610,42,55121.33,Private_Sector,9,High_School,Single,0,Bursa,Owner,723,4676.78,206981.00,48,Education,1,No,Yes
LA-00611,48,42880.67,Private_Sector,17,Master,Married,1,Izmir,Mortgage,723,9092.07,592204.15,60,Business,0,No,Yes
LA-00612,41,25837.75,Freelancer,14,Master,Single,1,Ankara,Rent,728,3013.98,343317.81,24,Other,0,No,No
LA-00613,61,34289.23,Private_Sector,16,Bachelor,Single,2,Bursa,Rent,751,20793.58,390941.64,120,Debt_Consolidation,0,No,Yes
LA-00614,57,19115.94,Private_Sector,25,Associate,Divorced,1,Gaziantep,Owner,,3355.27,440011.43,60,Business,0,No,Yes
LA-00615,50,51967.82,Retired,15,Associate,Single,1,Adana,Rent,603,7680.53,71996.27,120,Education,4,Yes,No
LA-00616,67,58474.53,Private_Sector,19,Doctorate,Single,1,Bursa,Rent,591,28315.15,746973.18,120,Vehicle,1,No,No
LA-00617,62,101718.55,Freelancer,13,High_School,Single,1,Ankara,Owner,735,13507.29,39699.95,24,Business,0,No,Yes
LA-00618,51,,Private_Sector,12,Bachelor,Single,1,Istanbul,Rent,735,14026.67,406467.34,24,Debt_Consolidation,0,Yes,No
LA-00619,32,62441.98,Self_Employed,4,Master,Single,1,Istanbul,Mortgage,622,22107.15,627515.70,36,Business,3,No,No
LA-00620,36,62181.87,Private_Sector,7,High_School,Married,0,Bursa,Mortgage,551,34754.65,341720.88,60,Debt_Consolidation,1,No,No
LA-00621,59,113160.58,Public_Sector,13,Associate,Single,0,Ankara,Owner,738,39505.16,1212718.40,84,Home,0,No,Yes
LA-00622,41,62414.30,Private_Sector,6,Master,Married,2,Adana,Mortgage,598,25508.48,168515.72,84,Education,3,Yes,No
LA-00623,22,52310.77,Self_Employed,2,Bachelor,Single,2,Adana,Rent,,27336.13,196319.51,48,Vehicle,0,No,Yes
LA-00624,44,30258.89,Private_Sector,6,Bachelor,Married,3,Antalya,Mortgage,832,17262.64,261663.82,24,Education,0,No,Yes
LA-00625,29,50652.84,Private_Sector,0,High_School,Married,2,Gaziantep,Rent,709,12172.98,220319.91,60,Debt_Consolidation,0,No,No
LA-00626,23,31314.47,Self_Employed,2,Master,Married,3,Adana,Mortgage,605,18161.72,279990.23,84,Home,0,No,No
LA-00627,37,,Public_Sector,12,Bachelor,Married,2,Istanbul,Owner,492,23379.97,135760.01,60,Debt_Consolidation,3,Yes,No
LA-00628,35,66598.59,Freelancer,0,Associate,Married,0,Gaziantep,Owner,627,26699.20,174849.60,36,Education,1,No,Yes
LA-00629,42,46241.05,Private_Sector,11,Master,Single,1,Konya,Rent,655,20396.16,623426.45,60,Home,1,No,No
LA-00630,41,78357.55,,7,Bachelor,Single,1,Gaziantep,Mortgage,653,6723.25,136229.62,120,Education,0,No,No
LA-00631,53,133734.54,Private_Sector,28,Doctorate,Married,1,Konya,Owner,628,35442.95,367997.75,12,Business,0,No,Yes
LA-00632,55,42656.84,Public_Sector,15,High_School,Married,0,Istanbul,Rent,799,16073.41,164459.51,24,Vehicle,0,No,Yes
LA-00633,34,58333.42,Private_Sector,10,Master,Single,4,Ankara,Rent,668,27488.36,110085.34,48,Business,1,Yes,No
LA-00634,25,94054.38,Public_Sector,0,Bachelor,Married,2,Istanbul,Family_Home,741,41853.26,212771.93,24,Other,0,No,Yes
LA-00635,48,314972.14,Private_Sector,10,High_School,Single,2,Konya,Family_Home,897,34386.53,102031.54,120,Education,1,Yes,Yes
LA-00636,66,,Private_Sector,16,High_School,Married,1,Bursa,Rent,614,24753.40,118460.98,120,Debt_Consolidation,,No,Yes
LA-00637,47,66974.32,Public_Sector,1,Master,Single,1,Antalya,Mortgage,700,29255.35,60744.24,12,Other,0,No,Yes
LA-00638,33,95118.30,Freelancer,3,High_School,Married,0,Ankara,Rent,773,12100.13,91414.44,60,Home,0,Yes,Yes
LA-00639,27,74437.55,Private_Sector,8,High_School,Widowed,2,Izmir,Family_Home,772,21796.60,232616.73,84,Debt_Consolidation,1,No,Yes
LA-00640,66,57293.00,Private_Sector,21,High_School,Single,2,Izmir,Rent,627,13020.24,292463.97,12,Home,1,No,No
LA-00641,38,15000.00,Private_Sector,5,High_School,Single,0,Gaziantep,Rent,715,7436.84,282704.65,24,Debt_Consolidation,1,No,No
LA-00642,55,35799.53,Private_Sector,20,Bachelor,Married,,Antalya,Owner,597,21802.56,196673.49,36,Home,0,No,No
LA-00643,60,42154.06,Self_Employed,20,Bachelor,Single,1,Antalya,Mortgage,693,20541.06,389829.03,60,Business,2,No,No
LA-00644,43,21182.71,Freelancer,11,Doctorate,Married,0,Bursa,Rent,600,1972.09,277022.17,36,Vehicle,1,No,No
LA-00645,35,46972.48,Self_Employed,0,Master,Married,1,Ankara,Owner,760,20796.75,121399.34,84,Home,0,No,No
LA-00646,29,55178.86,Public_Sector,4,High_School,Widowed,0,Antalya,Rent,701,13018.26,485948.20,12,Debt_Consolidation,0,No,No
LA-00647,46,62691.42,Private_Sector,11,Bachelor,Married,4,Ankara,Family_Home,761,16249.07,57004.37,120,Home,0,No,Yes
LA-00648,68,34153.97,Public_Sector,22,Bachelor,Married,1,Antalya,Mortgage,758,6001.52,300524.26,36,Other,0,No,No
LA-00649,61,180487.82,Private_Sector,19,Associate,Married,0,Adana,Rent,840,40732.02,204057.17,48,Business,0,No,Yes
LA-00650,31,42833.81,Private_Sector,1,Bachelor,Married,0,Bursa,Mortgage,681,20836.56,762734.06,24,Education,0,No,No
LA-00651,38,65887.55,Private_Sector,,Bachelor,Single,2,Antalya,Owner,719,23077.80,144726.27,60,Other,0,No,Yes
LA-00652,31,48957.43,Private_Sector,3,High_School,Married,2,Konya,Owner,527,9225.41,412599.09,84,Other,0,No,No
LA-00653,65,40304.08,Self_Employed,21,Bachelor,Married,2,Istanbul,Owner,625,12096.18,116496.57,48,Home,2,No,Yes
LA-00654,56,116405.33,Private_Sector,7,High_School,Married,0,Konya,Owner,797,66442.29,383645.37,36,Other,0,No,Yes
LA-00655,50,32684.43,Private_Sector,15,Bachelor,Single,3,Konya,Owner,596,55887.88,245713.65,120,Debt_Consolidation,0,Yes,No
LA-00656,56,62243.73,Freelancer,10,Master,Married,3,Bursa,Family_Home,498,30619.65,321912.64,12,Vehicle,3,No,No
LA-00657,66,43632.79,Private_Sector,16,Bachelor,Single,1,Antalya,Mortgage,688,3701.17,531678.60,36,Education,0,No,No
LA-00658,61,26374.79,Public_Sector,19,Bachelor,Married,1,Istanbul,Family_Home,520,8747.62,284316.12,48,Education,4,No,No
LA-00659,35,28059.48,Private_Sector,6,Associate,Married,4,Ankara,Owner,617,9832.05,433552.66,12,Education,0,No,No
LA-00660,27,27086.81,Private_Sector,4,Bachelor,Married,0,Konya,Owner,660,12545.87,376337.24,36,Debt_Consolidation,2,No,Yes
LA-00661,32,45062.70,Self_Employed,1,Bachelor,Married,2,Istanbul,Mortgage,719,23756.13,138245.21,24,Debt_Consolidation,1,No,No
LA-00662,45,27705.32,Private_Sector,6,Bachelor,Married,1,Gaziantep,Mortgage,682,3058.61,501056.36,120,Business,2,No,No
LA-00663,40,25293.10,Freelancer,11,Bachelor,Single,1,Konya,Rent,667,8858.73,62620.16,84,Vehicle,0,No,Yes
LA-00664,57,24193.08,Private_Sector,16,Bachelor,Married,1,Istanbul,Rent,575,8453.92,414266.04,24,Vehicle,1,Yes,No
LA-00665,27,101372.28,Freelancer,7,Associate,Married,0,Bursa,Rent,717,9452.94,500034.55,12,Vehicle,0,No,Yes
LA-00666,36,67244.43,Retired,1,High_School,Single,1,Istanbul,Mortgage,595,24231.55,220583.08,120,Education,2,No,No
LA-00667,54,87980.77,Private_Sector,22,Bachelor,Single,3,Ankara,Mortgage,718,7809.43,331731.63,48,Other,0,No,Yes
LA-00668,47,33454.95,Freelancer,12,Bachelor,Divorced,2,Konya,Mortgage,697,4404.62,362006.81,60,Home,1,No,Yes
LA-00669,26,48149.25,Self_Employed,1,Bachelor,Single,2,Adana,Rent,635,20841.12,797033.03,36,Debt_Consolidation,0,No,No
LA-00670,55,35250.81,Public_Sector,17,Master,Married,1,Adana,Mortgage,672,7598.33,214287.61,36,Education,6,No,No
