customer_id,age,annual_income,debt_to_income,credit_score,employment_years,loan_amount,loan_term_months,late_payments_24m,credit_utilization,region,employment_type,education_level,home_ownership,loan_purpose,device_type,application_hour,default_risk
CUST-00490,27,35834,0.300,686,8.0,27017,84,1,0.302,Marmara,Maasli,Lise,Kiraci,Konut,Android,9,0
CUST-00491,36,161054,0.507,617,11.8,40689,24,3,0.627,Marmara,Sozlesmeli,Yuksek Lisans,Ev Sahibi,Is Kurma,iOS,0,0
CUST-00492,20,,0.555,602,2.3,11289,48,3,0.903,Ege,Maasli,Lise,Ipotekli,Tasit,Android,7,0
CUST-00493,22,68541,0.427,650,0.0,22073,60,2,0.526,Ege,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,21,0
CUST-00494,48,56162,0.648,656,15.5,14282,36,2,0.675,Akdeniz,Emekli,Lisans,Ev Sahibi,Ihtiyac,Web,14,0
CUST-00495,35,52801,0.042,676,2.6,7209,60,3,0.182,Marmara,Maasli,Yuksek Lisans,Kiraci,Tasit,Android,11,0
CUST-00496,45,87224,0.456,651,4.6,94651,36,2,0.437,Dogu Anadolu,Emekli,Lisans,Ev Sahibi,Konut,Android,8,0
CUST-00497,48,106210,0.224,630,0.0,112470,60,3,0.601,Marmara,Issiz,Lisans,Kiraci,Konut,Web,20,0
CUST-00498,27,43080,0.579,621,1.5,26254,48,1,0.709,Karadeniz,Maasli,Lise,Ev Sahibi,Is Kurma,Web,9,1
CUST-00499,38,33311,0.138,661,9.8,20613,60,,,Marmara,Maasli,Onlisans,Ev Sahibi,Egitim,iOS,14,0
CUST-00500,28,37563,0.223,648,9.1,5000,48,0,0.417,Ic Anadolu,Serbest,Onlisans,Kiraci,Borc Birlestirme,iOS,12,0
CUST-00501,28,34864,0.184,606,4.6,8634,120,1,0.432,Ic Anadolu,Maasli,Lise,Ev Sahibi,Ihtiyac,Web,2,0
CUST-00502,19,65740,0.375,612,1.5,27525,60,1,0.227,Akdeniz,Sozlesmeli,Lise,Ipotekli,Saglik,iOS,22,0
CUST-00503,41,59458,0.323,631,15.0,31396,12,2,0.649,Ic Anadolu,Maasli,Lisans,Kiraci,Is Kurma,Android,16,0
CUST-00504,23,59010,0.409,646,2.1,24967,36,,0.482,Akdeniz,Maasli,Lisans,Ipotekli,Ihtiyac,Android,16,0
CUST-00505,30,46787,0.435,636,4.5,23963,60,2,0.168,Guneydogu Anadolu,Sozlesmeli,,Ipotekli,Borc Birlestirme,iOS,14,0
CUST-00506,50,73485,0.331,777,1.0,23160,84,0,0.384,Marmara,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,6,1
CUST-00507,62,62297,0.467,674,3.2,10392,60,1,0.334,Dogu Anadolu,Maasli,Lisans,Ipotekli,Tasit,Web,8,0
CUST-00508,42,60193,0.147,652,22.0,21211,12,0,0.413,Marmara,Maasli,Yuksek Lisans,Kiraci,Borc Birlestirme,Android,6,0
CUST-00509,61,139224,0.308,693,28.4,38403,12,1,0.189,Ege,Maasli,Doktora,Ipotekli,Ihtiyac,Android,23,0
CUST-00510,42,57463,0.222,722,19.1,14974,12,2,,Marmara,Serbest,Lisans,Kiraci,Borc Birlestirme,Android,7,0
CUST-00511,50,54566,0.240,658,21.6,14331,60,0,0.338,Ege,Maasli,Lisans,Ipotekli,Borc Birlestirme,,10,0
CUST-00512,46,85483,0.176,627,22.0,33172,60,2,0.651,Marmara,Emekli,Yuksek Lisans,Aile Yaninda,Konut,Web,14,1
CUST-00513,39,75758,0.090,690,5.8,28786,48,1,0.132,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Konut,iOS,18,0
CUST-00514,53,47787,0.305,623,0.0,21222,60,7,0.721,Marmara,Issiz,Lisans,,Is Kurma,Web,15,1
CUST-00515,32,60622,0.581,661,2.0,32189,12,2,0.666,Ege,Maasli,Lisans,Ipotekli,Saglik,Android,5,1
CUST-00516,55,111755,0.267,665,3.8,20644,60,3,0.304,Ic Anadolu,Maasli,Yuksek Lisans,Ev Sahibi,Is Kurma,Android,12,0
CUST-00517,35,40217,0.168,736,0.0,41359,48,0,0.291,Marmara,Maasli,Onlisans,Ipotekli,Konut,iOS,6,0
CUST-00518,37,51891,0.161,632,4.0,20544,36,1,0.460,Akdeniz,Maasli,,Kiraci,Ihtiyac,Web,15,0
CUST-00519,26,72244,0.398,677,7.0,34459,36,1,,Ege,Maasli,Lise,Ipotekli,Borc Birlestirme,Web,6,0
CUST-00520,40,47763,0.412,665,17.2,20323,48,1,0.596,Akdeniz,Maasli,Lise,Kiraci,Is Kurma,Android,14,0
CUST-00521,44,30749,0.261,667,25.0,13057,12,3,0.373,Dogu Anadolu,Serbest,Onlisans,Ipotekli,Ihtiyac,iOS,11,0
CUST-00522,20,50005,0.053,652,0.0,10443,24,0,0.355,Marmara,Maasli,,Ev Sahibi,Ihtiyac,Web,1,0
CUST-00523,53,,0.146,691,24.2,6922,24,2,0.352,Guneydogu Anadolu,Serbest,Onlisans,Ev Sahibi,Ihtiyac,Android,3,1
CUST-00524,27,72982,0.322,643,4.9,40972,48,0,0.333,Ege,Maasli,Lise,Aile Yaninda,Tasit,Android,15,0
CUST-00525,49,48013,0.220,635,8.5,8447,36,2,0.031,Guneydogu Anadolu,Maasli,Yuksek Lisans,Kiraci,Is Kurma,iOS,12,0
CUST-00526,28,,0.394,613,6.6,7995,120,1,0.169,Marmara,Emekli,Onlisans,Ipotekli,Ihtiyac,Android,0,0
CUST-00527,31,20002,0.372,649,3.5,5000,60,1,0.201,Ic Anadolu,Maasli,Lise,Kiraci,Tasit,Android,0,0
CUST-00528,42,75349,0.642,651,15.0,32480,60,1,,Marmara,Maasli,Yuksek Lisans,Ipotekli,Is Kurma,Android,0,1
CUST-00529,47,45735,0.521,658,25.9,17497,24,4,0.787,Guneydogu Anadolu,Maasli,Onlisans,Kiraci,Ihtiyac,Web,3,1
CUST-00530,38,45395,0.424,597,0.0,13242,60,0,0.064,Ege,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,Android,16,0
CUST-00531,32,43871,0.326,611,0.8,16528,60,,0.279,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Ihtiyac,Web,18,0
CUST-00532,29,33404,0.247,654,,14486,36,3,0.633,Marmara,Serbest,Lise,Ev Sahibi,Tasit,iOS,8,0
CUST-00533,37,24642,0.378,585,0.0,13593,60,3,0.715,Ic Anadolu,Issiz,Lisans,Ipotekli,Is Kurma,iOS,9,1
CUST-00534,23,46503,,638,0.0,29468,60,0,0.210,Marmara,Serbest,Lisans,Ev Sahibi,Borc Birlestirme,Web,6,0
CUST-00535,51,53356,0.498,606,18.8,31805,24,1,0.252,Ege,Maasli,Yuksek Lisans,Kiraci,Saglik,Android,16,0
CUST-00536,45,38519,0.542,686,1.4,7556,60,1,0.328,Guneydogu Anadolu,Emekli,Onlisans,Kiraci,Borc Birlestirme,Android,2,0
CUST-00537,51,66601,0.111,637,20.1,20167,60,2,0.257,Ege,Maasli,Onlisans,Kiraci,Is Kurma,Android,15,0
CUST-00538,38,35098,0.269,685,10.9,5000,12,1,0.173,Ege,Maasli,Lise,Ipotekli,Ihtiyac,Android,17,0
CUST-00539,47,60023,0.351,614,4.5,26420,120,0,0.381,Guneydogu Anadolu,Serbest,Lisans,Kiraci,Ihtiyac,Web,15,0
CUST-00540,25,35902,0.133,694,5.3,13871,24,3,0.371,Ic Anadolu,Maasli,Lise,Kiraci,Ihtiyac,Android,7,0
CUST-00541,47,44850,0.257,657,10.3,10101,60,0,0.177,Ege,Maasli,Lise,,Saglik,iOS,22,0
CUST-00542,45,57225,0.453,653,6.4,15382,36,0,0.184,Akdeniz,Serbest,Onlisans,Ev Sahibi,Saglik,iOS,20,0
CUST-00543,45,47484,0.375,657,12.3,28785,48,1,0.341,Ege,Maasli,Lise,Kiraci,Is Kurma,iOS,8,0
CUST-00544,58,3505,0.392,619,,26505,48,4,0.661,Marmara,Serbest,Lise,Ev Sahibi,Borc Birlestirme,Android,16,0
CUST-00545,53,70033,0.479,602,0.0,78779,36,4,0.209,Akdeniz,Issiz,Lisans,Kiraci,Konut,Web,6,0
CUST-00546,68,114285,0.618,632,12.6,39515,60,0,0.333,Akdeniz,Maasli,Lisans,Kiraci,Ihtiyac,iOS,8,0
CUST-00547,36,78669,0.130,683,2.4,104844,60,0,,Ege,Maasli,Yuksek Lisans,Aile Yaninda,Konut,Android,15,0
CUST-00548,31,46830,0.277,666,2.0,26300,36,2,0.140,Marmara,Serbest,Lisans,Ev Sahibi,Tasit,,1,1
CUST-00549,56,41257,0.270,608,20.1,18718,84,2,0.601,Ic Anadolu,Sozlesmeli,Onlisans,Kiraci,Is Kurma,iOS,17,0
CUST-00550,56,180945,,600,0.0,78501,120,4,0.299,Marmara,Issiz,Lisans,Aile Yaninda,Egitim,iOS,19,0
CUST-00551,21,289702,0.597,643,1.1,5905,60,3,0.778,Ege,Maasli,Lisans,Ipotekli,Is Kurma,Web,8,0
CUST-00552,24,60771,0.127,722,1.6,27006,60,0,,Marmara,Maasli,Lisans,Ipotekli,Borc Birlestirme,Android,11,0
CUST-00553,34,27857,,707,0.0,10854,60,1,0.404,Ege,Sozlesmeli,Lisans,Ipotekli,Saglik,iOS,7,0
CUST-00554,36,78091,0.324,662,4.0,25342,24,1,0.223,Ege,Maasli,Lisans,Ipotekli,Tasit,Android,18,0
CUST-00555,25,38776,0.340,672,0.0,18127,36,2,0.567,Marmara,Emekli,Lisans,Kiraci,Tasit,Web,19,0
CUST-00556,57,54479,0.375,648,0.0,13310,36,7,0.298,Ege,Issiz,Lise,Ev Sahibi,Is Kurma,iOS,11,1
CUST-00557,27,47181,,724,10.4,14993,84,1,0.588,Marmara,Serbest,Lise,Kiraci,Ihtiyac,Android,15,0
CUST-00558,49,66404,0.432,554,0.0,32707,60,,0.171,Ic Anadolu,Sozlesmeli,Lisans,Kiraci,Is Kurma,Android,12,0
CUST-00559,53,34463,0.527,682,17.0,10840,24,3,0.676,Guneydogu Anadolu,Serbest,Lisans,Ev Sahibi,Is Kurma,iOS,10,1
CUST-00560,45,110494,0.329,659,25.5,49705,48,0,0.176,Ic Anadolu,Maasli,Lise,Ev Sahibi,Borc Birlestirme,Android,7,0
CUST-00561,27,45733,0.341,617,7.6,49498,60,0,0.413,Ic Anadolu,Maasli,Lisans,Kiraci,Konut,iOS,5,0
CUST-00562,25,79957,0.383,664,0.0,45701,36,1,0.587,Marmara,Maasli,Yuksek Lisans,Kiraci,Ihtiyac,Android,12,0
CUST-00563,43,79970,0.521,659,23.2,42282,120,0,0.517,Ege,Maasli,Lisans,Kiraci,Egitim,Android,18,0
CUST-00564,42,65537,0.133,600,15.8,41487,12,4,0.317,Ic Anadolu,Maasli,Lise,Ev Sahibi,Konut,Android,16,0
CUST-00565,18,60492,0.448,662,0.0,23858,36,1,0.000,Marmara,Maasli,Lise,Kiraci,Egitim,Web,11,0
CUST-00566,39,65998,0.256,634,1.3,41953,60,2,0.277,Guneydogu Anadolu,Maasli,Onlisans,Kiraci,Borc Birlestirme,Android,15,0
CUST-00567,41,74625,0.446,621,3.0,28512,48,2,0.659,Guneydogu Anadolu,Serbest,Yuksek Lisans,Ipotekli,Borc Birlestirme,Android,19,0
CUST-00568,51,110855,0.273,679,6.4,14671,12,0,0.553,Ege,Sozlesmeli,Onlisans,Kiraci,Tasit,iOS,3,0
CUST-00569,56,59741,0.426,700,27.8,37087,24,2,0.513,Guneydogu Anadolu,Maasli,Lisans,Ipotekli,Borc Birlestirme,Android,22,0
CUST-00570,42,36772,,729,23.2,19379,24,0,0.686,Marmara,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,Android,11,0
CUST-00571,25,32097,0.354,607,7.0,18877,36,1,0.455,Marmara,Maasli,Lise,Ipotekli,Tasit,iOS,7,0
CUST-00572,37,53771,0.199,634,9.3,31918,36,1,0.549,Guneydogu Anadolu,Sozlesmeli,Lisans,Ev Sahibi,Saglik,Android,20,0
CUST-00573,42,115320,0.288,700,3.2,21048,36,0,,Marmara,Maasli,Lisans,Ipotekli,Borc Birlestirme,iOS,4,0
CUST-00574,50,,0.233,646,3.1,36051,36,0,0.205,Marmara,Maasli,Lise,Ipotekli,Konut,iOS,3,0
CUST-00575,43,56137,0.393,673,15.2,15494,48,5,0.220,Ege,Serbest,Lisans,Kiraci,Ihtiyac,iOS,3,0
CUST-00576,45,61373,0.282,678,3.1,26824,60,2,0.190,Ege,Maasli,Onlisans,Aile Yaninda,Ihtiyac,Web,10,0
CUST-00577,52,39509,0.417,714,2.3,5790,60,0,0.436,Akdeniz,Emekli,Yuksek Lisans,Ev Sahibi,Borc Birlestirme,Web,18,0
CUST-00578,39,27792,0.440,628,0.0,22317,24,3,0.482,Akdeniz,Issiz,Lisans,Kiraci,Konut,Android,4,1
CUST-00579,24,66656,0.304,663,2.8,22625,48,0,0.451,Ic Anadolu,Maasli,Lisans,Ipotekli,Ihtiyac,Android,14,0
CUST-00580,42,40087,0.020,671,14.2,9311,36,3,0.391,Akdeniz,Maasli,Lise,Ev Sahibi,Ihtiyac,Android,19,0
CUST-00581,18,39862,0.346,653,1.5,17407,36,2,0.055,Dogu Anadolu,Maasli,Lise,Kiraci,Saglik,iOS,8,0
CUST-00582,47,64618,0.552,681,,15513,48,,0.583,Ege,Serbest,Onlisans,Kiraci,Borc Birlestirme,iOS,10,1
CUST-00583,37,78869,,634,13.0,109710,48,2,0.539,Karadeniz,Serbest,Lisans,Ipotekli,Konut,Android,10,0
CUST-00584,35,70246,0.220,613,,59713,48,3,0.502,Guneydogu Anadolu,Sozlesmeli,Lise,Ipotekli,Konut,Web,4,1
CUST-00585,38,75563,0.486,642,11.9,37163,36,0,0.144,Ic Anadolu,Maasli,Lisans,Ipotekli,Saglik,iOS,21,0
CUST-00586,41,24743,0.376,650,15.2,7425,48,3,0.178,Marmara,Serbest,Lisans,Ipotekli,Egitim,Android,6,1
CUST-00587,48,27180,,620,1.3,12583,24,2,0.576,Guneydogu Anadolu,Emekli,Lise,Kiraci,Tasit,Web,14,0
CUST-00588,41,40198,0.223,676,3.1,7366,48,0,0.575,Karadeniz,Maasli,Lise,Ev Sahibi,Tasit,Android,3,0
CUST-00589,38,68814,0.390,655,7.3,14997,36,0,0.222,Akdeniz,Maasli,Onlisans,Kiraci,Egitim,iOS,6,0
CUST-00590,43,98396,0.275,,16.7,19080,36,0,0.161,Dogu Anadolu,Maasli,Doktora,Ev Sahibi,Ihtiyac,Web,23,0
CUST-00591,46,44265,0.430,645,9.3,28157,36,2,0.251,Ege,Sozlesmeli,Lise,Kiraci,Is Kurma,Android,0,1
CUST-00592,63,110490,0.020,619,18.6,38487,60,3,0.232,Ege,Serbest,Lisans,Ev Sahibi,Saglik,iOS,19,0
CUST-00593,34,59763,0.399,639,0.0,14248,24,4,0.738,Guneydogu Anadolu,Issiz,Lise,Ipotekli,Ihtiyac,Android,15,0
CUST-00594,40,62668,0.287,566,0.9,37683,120,2,0.393,Ege,Maasli,Onlisans,Ev Sahibi,Is Kurma,Web,20,1
CUST-00595,35,31297,0.575,616,0.0,14530,84,7,0.633,Ic Anadolu,Issiz,Lise,Ipotekli,Saglik,Android,6,1
CUST-00596,50,89930,0.455,685,19.8,39752,36,1,0.056,Akdeniz,Maasli,Yuksek Lisans,Ev Sahibi,Tasit,Android,23,0
CUST-00597,35,60185,0.052,693,17.1,14694,84,2,0.666,Ege,Maasli,Lisans,Ev Sahibi,Borc Birlestirme,iOS,6,0
CUST-00598,24,50781,0.326,632,0.0,14670,12,4,0.761,Akdeniz,Issiz,Lise,Ipotekli,Tasit,Android,22,0
CUST-00599,27,53260,0.399,621,6.1,17461,36,4,0.475,Marmara,Sozlesmeli,Lise,Kiraci,Saglik,Android,21,0
CUST-00600,33,56006,0.237,599,,23908,60,1,0.704,Karadeniz,Maasli,Lise,Kiraci,Ihtiyac,iOS,0,0
CUST-00601,48,56553,0.367,693,24.2,17816,60,0,0.594,Ic Anadolu,Maasli,Lisans,Ev Sahibi,Saglik,Android,8,0
CUST-00602,18,2265,0.383,617,0.0,8541,36,2,0.185,Dogu Anadolu,Maasli,Onlisans,Ipotekli,Konut,Android,15,0
CUST-00603,47,57829,0.260,637,1.3,17575,36,1,0.234,Ege,Serbest,Lise,Ipotekli,Ihtiyac,Android,22,0
CUST-00604,55,94685,0.359,670,16.9,56355,36,2,0.000,Ege,Maasli,Lise,Kiraci,Tasit,Web,9,0
CUST-00605,40,34165,0.321,699,20.3,6598,60,0,0.369,Marmara,Maasli,Lise,Kiraci,Tasit,Android,7,0
CUST-00606,50,58724,0.191,707,4.8,36621,48,0,0.664,Ege,Maasli,Lisans,Kiraci,Borc Birlestirme,iOS,18,0
CUST-00607,48,74935,0.311,684,13.4,19133,24,1,0.346,Guneydogu Anadolu,Serbest,Lisans,Ev Sahibi,Borc Birlestirme,Android,12,0
CUST-00608,29,58898,0.381,716,10.9,36387,60,0,0.365,Ic Anadolu,Maasli,Lisans,Ipotekli,Ihtiyac,Web,14,0
CUST-00609,35,45550,0.185,599,0.0,15651,24,2,0.451,Marmara,Issiz,Lisans,Ev Sahibi,Is Kurma,Web,13,0
CUST-00610,26,77577,0.468,702,9.4,26335,36,0,0.532,Dogu Anadolu,Maasli,Yuksek Lisans,Ipotekli,Tasit,iOS,19,0
CUST-00611,35,63167,0.366,677,7.6,27063,36,0,0.370,Ic Anadolu,Serbest,Lisans,Ev Sahibi,Borc Birlestirme,Android,4,0
CUST-00612,38,34856,0.367,670,7.0,8552,120,4,0.216,Dogu Anadolu,Maasli,Onlisans,Kiraci,Egitim,Web,2,0
CUST-00613,37,40287,0.060,629,6.4,17191,24,0,0.166,Marmara,Maasli,Onlisans,Ev Sahibi,Tasit,Android,13,0
CUST-00614,44,35736,0.506,632,14.2,5928,36,2,0.402,Akdeniz,Serbest,Onlisans,Kiraci,Borc Birlestirme,Android,21,0
CUST-00615,44,44457,0.157,590,20.1,17388,12,1,0.280,Ege,Maasli,Lise,Ev Sahibi,Is Kurma,iOS,9,0
CUST-00616,41,76469,0.247,673,11.1,46334,60,2,0.301,Ic Anadolu,Maasli,Lisans,Ipotekli,Saglik,Android,10,0
CUST-00617,45,57043,0.202,627,7.0,17792,36,2,0.124,Ege,Serbest,Lise,Ev Sahibi,Tasit,Web,2,0
CUST-00618,23,33088,0.619,687,2.1,11057,12,3,0.677,Ege,Serbest,Lisans,Ipotekli,Ihtiyac,iOS,16,0
CUST-00619,41,28883,,614,0.0,27292,60,,0.476,Ic Anadolu,Issiz,Lise,Ipotekli,Konut,Android,19,1
CUST-00620,44,28605,0.476,691,5.8,8912,36,0,0.501,Akdeniz,Maasli,Lisans,Kiraci,Egitim,iOS,15,0
CUST-00621,42,50989,0.484,680,11.6,14403,12,4,0.799,Karadeniz,Maasli,Lisans,Ev Sahibi,Egitim,Android,13,0
CUST-00622,45,56721,0.445,665,,32258,12,0,0.566,Dogu Anadolu,Maasli,Onlisans,Ev Sahibi,Saglik,Web,1,0
CUST-00623,48,41090,0.275,735,17.9,12054,120,6,0.884,Marmara,Sozlesmeli,Lisans,Kiraci,Borc Birlestirme,iOS,10,1
CUST-00624,38,51535,0.096,658,14.9,6689,36,0,0.000,Ege,Maasli,Lise,Aile Yaninda,Is Kurma,Web,7,0
CUST-00625,40,76704,0.175,738,10.5,95876,24,4,0.647,Marmara,Maasli,Yuksek Lisans,Ev Sahibi,Konut,Android,3,1
CUST-00626,46,66642,0.082,639,15.7,31597,84,2,0.491,Ic Anadolu,Serbest,Lisans,Kiraci,Borc Birlestirme,Android,20,0
CUST-00627,47,89609,0.509,642,3.5,55579,84,3,0.438,Ege,Serbest,Yuksek Lisans,Kiraci,Tasit,iOS,14,0
CUST-00628,54,148720,0.393,597,0.0,86746,60,6,0.505,Karadeniz,Issiz,Yuksek Lisans,Kiraci,Is Kurma,Android,9,0
CUST-00629,47,43502,0.241,671,20.7,47712,36,0,0.394,Ege,Serbest,Lisans,Kiraci,Konut,iOS,23,0
CUST-00630,53,101463,0.475,641,26.3,35703,12,3,0.179,Akdeniz,Sozlesmeli,Lisans,Ipotekli,Borc Birlestirme,Web,11,1
CUST-00631,58,115176,0.337,699,36.9,27633,36,3,0.194,Marmara,Serbest,Lise,Kiraci,Tasit,Android,0,0
CUST-00632,46,54502,,676,0.7,14705,36,2,0.126,Ege,Emekli,Yuksek Lisans,Ev Sahibi,Tasit,Web,19,0
CUST-00633,33,59435,0.482,674,14.1,13984,48,2,0.483,Marmara,Maasli,Lisans,Kiraci,Borc Birlestirme,Android,23,0
CUST-00634,46,88836,0.463,638,13.7,43990,24,1,0.210,Marmara,Maasli,Yuksek Lisans,Aile Yaninda,Ihtiyac,Android,19,0
CUST-00635,55,53621,0.262,,34.2,22224,60,1,0.258,Marmara,Sozlesmeli,Lise,Kiraci,Ihtiyac,Android,12,1
CUST-00636,22,50682,0.160,654,,30802,60,2,0.791,Ege,Emekli,Yuksek Lisans,Kiraci,Ihtiyac,Android,21,0
CUST-00637,43,78571,0.462,648,,43436,60,4,0.409,Ege,Issiz,Doktora,Kiraci,Ihtiyac,iOS,21,0
CUST-00638,44,83207,0.135,677,13.8,32090,36,2,0.133,Akdeniz,Maasli,Yuksek Lisans,Kiraci,Borc Birlestirme,Android,20,0
CUST-00639,25,62702,0.369,631,2.2,13511,24,2,0.053,Ic Anadolu,Serbest,Lise,Kiraci,Borc Birlestirme,iOS,7,1
CUST-00640,37,60306,0.366,666,3.0,16966,60,2,0.716,Guneydogu Anadolu,Sozlesmeli,Onlisans,Aile Yaninda,Egitim,iOS,22,0
CUST-00641,41,21702,0.354,638,20.7,6997,24,2,0.525,Ege,Serbest,Lisans,Aile Yaninda,Borc Birlestirme,Web,19,0
CUST-00642,18,112178,0.378,600,0.3,58047,120,2,0.306,Karadeniz,Maasli,Lisans,Ipotekli,Borc Birlestirme,iOS,19,1
CUST-00643,41,47852,0.367,697,0.5,18025,24,1,0.244,Marmara,Maasli,Lisans,Ipotekli,Is Kurma,iOS,11,0
CUST-00644,36,39683,0.493,723,2.2,10565,60,1,0.690,Karadeniz,Sozlesmeli,Lisans,Ev Sahibi,Borc Birlestirme,Android,10,0
CUST-00645,36,56818,0.392,629,7.5,20749,36,2,0.066,Karadeniz,Maasli,Lisans,Ev Sahibi,Is Kurma,Android,13,0
CUST-00646,38,57564,0.319,659,2.5,10074,60,2,0.563,Ege,,Lisans,Kiraci,Ihtiyac,iOS,7,0
CUST-00647,35,67432,0.414,646,12.4,9534,60,5,0.760,Ic Anadolu,Sozlesmeli,Onlisans,Kiraci,Borc Birlestirme,Web,1,0
CUST-00648,53,44610,0.217,649,17.0,8425,60,2,0.442,Ege,Maasli,Onlisans,Ev Sahibi,Tasit,iOS,14,0
CUST-00649,44,64503,0.382,610,0.0,37318,24,6,0.777,Akdeniz,Issiz,Lisans,Kiraci,Is Kurma,Android,9,1
CUST-00650,74,104403,0.338,705,23.4,52211,84,0,0.546,Marmara,Serbest,Lisans,Kiraci,Egitim,iOS,14,0
CUST-00651,53,56296,0.436,732,32.6,24133,60,1,0.225,Guneydogu Anadolu,Serbest,Lisans,Ipotekli,Tasit,iOS,9,0
CUST-00652,28,,0.244,643,4.7,8730,12,1,0.013,Ic Anadolu,Maasli,Lisans,Aile Yaninda,Borc Birlestirme,Android,0,0
CUST-00653,42,17012,0.266,700,13.3,9385,36,2,0.099,Marmara,Maasli,Lise,Kiraci,Tasit,Android,3,0
CUST-00654,37,63459,0.579,625,5.0,40269,60,1,0.171,Marmara,Maasli,Lisans,Kiraci,Tasit,Web,16,0
CUST-00655,30,32409,0.215,621,10.1,19999,36,2,0.439,Ic Anadolu,Serbest,Lise,Kiraci,Tasit,Web,14,0
CUST-00656,23,57742,0.488,681,1.6,17285,36,1,0.436,Akdeniz,Maasli,Lise,Ipotekli,Egitim,Web,7,0
CUST-00657,43,40493,0.360,641,12.6,17608,48,1,0.159,Ege,Serbest,Lise,Ev Sahibi,Ihtiyac,iOS,8,0
CUST-00658,55,48946,0.282,714,28.3,17963,24,0,0.363,Ege,Maasli,Lisans,Ev Sahibi,Is Kurma,Web,23,0
CUST-00659,35,82195,0.236,695,13.5,20409,84,0,0.498,Ege,Sozlesmeli,Lisans,Kiraci,Tasit,iOS,19,0
CUST-00660,23,40163,0.397,634,6.0,22573,24,1,0.469,Marmara,Sozlesmeli,Lisans,Ipotekli,Borc Birlestirme,iOS,0,1
CUST-00661,37,86853,0.428,652,2.4,43976,12,0,0.546,Dogu Anadolu,Maasli,Onlisans,Ev Sahibi,Saglik,iOS,6,0
CUST-00662,29,47597,0.197,621,9.1,20985,48,1,0.343,Marmara,Maasli,Lise,Ev Sahibi,Saglik,Android,1,0
CUST-00663,29,46795,0.316,703,6.4,61359,48,4,0.873,Marmara,Sozlesmeli,Yuksek Lisans,Ipotekli,Konut,Android,21,1
CUST-00664,36,36220,0.417,671,7.5,7403,84,1,0.479,Ege,Maasli,Lise,Kiraci,Saglik,Android,7,0
CUST-00665,47,59234,0.562,655,20.4,10373,24,1,0.398,Dogu Anadolu,Maasli,Lise,Ipotekli,Ihtiyac,iOS,18,0
CUST-00666,34,81058,0.302,644,0.0,17863,60,3,0.405,Karadeniz,Issiz,Lise,Kiraci,Borc Birlestirme,Android,18,0
CUST-00667,51,68777,0.650,578,0.0,42527,48,4,,Akdeniz,Issiz,Lise,Kiraci,Borc Birlestirme,iOS,20,1
CUST-00668,42,57628,0.409,658,6.8,33301,84,1,0.333,Guneydogu Anadolu,Maasli,Yuksek Lisans,Ev Sahibi,Ihtiyac,iOS,17,0
CUST-00669,53,88788,0.249,660,27.6,53978,48,0,0.623,Karadeniz,Maasli,Lisans,Kiraci,Tasit,Android,0,0
CUST-00670,22,65933,0.390,670,4.0,63805,24,2,0.523,Karadeniz,Sozlesmeli,Lise,Ev Sahibi,Konut,iOS,18,1
CUST-00671,38,45342,0.557,712,18.6,27714,24,1,0.566,Guneydogu Anadolu,Sozlesmeli,Lise,Ipotekli,Ihtiyac,Web,17,1
CUST-00672,52,66421,0.337,682,11.4,33252,60,,0.389,Akdeniz,Maasli,Lise,Kiraci,Ihtiyac,Android,16,0
CUST-00673,37,30781,0.282,723,14.6,5082,48,1,0.000,Ege,,Lisans,Ipotekli,Ihtiyac,Android,16,0
CUST-00674,38,142766,0.263,636,1.5,37081,36,2,0.545,Marmara,Serbest,Yuksek Lisans,Ipotekli,Borc Birlestirme,Web,15,0
CUST-00675,34,60886,0.237,611,8.3,34097,12,0,0.123,Marmara,Maasli,Yuksek Lisans,Aile Yaninda,Is Kurma,Android,11,0
CUST-00676,30,46812,0.372,552,0.0,28691,48,4,0.276,Marmara,Issiz,Lise,Ev Sahibi,Saglik,Android,1,1
CUST-00677,37,36979,0.429,682,19.1,10787,60,1,0.360,Marmara,Sozlesmeli,Yuksek Lisans,Kiraci,Saglik,Android,2,0
CUST-00678,43,61670,,600,5.6,46965,60,4,0.266,Ic Anadolu,Serbest,Onlisans,Kiraci,Konut,Android,23,0
CUST-00679,38,85300,0.321,678,17.0,29569,48,1,,Dogu Anadolu,Maasli,Doktora,Kiraci,Is Kurma,iOS,0,0
CUST-00680,46,92200,0.235,671,14.2,58335,36,,0.599,Marmara,Maasli,Lisans,Ev Sahibi,Ihtiyac,Android,9,1
CUST-00681,46,88033,0.433,729,20.3,33114,36,1,0.391,Marmara,Maasli,Lise,Kiraci,Borc Birlestirme,Web,19,0
CUST-00682,23,31864,0.315,703,0.5,11372,36,0,0.666,Ege,Maasli,Lisans,Ipotekli,Is Kurma,iOS,11,0
CUST-00683,41,23859,0.407,657,1.7,13622,36,1,0.414,Karadeniz,Maasli,Onlisans,Ipotekli,Borc Birlestirme,Android,19,0
