Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Monthly_Debt,Credit_Score,Credit_History_Years,Num_Credit_Cards,Num_Late_Payments,Loan_Amount,Loan_Term_Months,Interest_Rate,Existing_Loans,Savings_Balance,Checking_Balance,Home_Ownership,Dependents,Years_at_Current_Job,Region,Monthly_Expenses,Debt_to_Income_Ratio,Utilization_Rate,Recent_Credit_Inquiries,Has_CoSigner,Previous_Default,Default
CUST-001381,43,Female,Single,High School,Salaried,47287.56,801.25,727.0,22.6,1,0,10060.68,60,5.52,0,8090.55,2732.9,Mortgage,1,5.3,North,1214.38,0.2033,0.3856,0,Yes,0,0
CUST-001382,41,Male,Married,High School,Self-employed,58364.31,688.72,705.0,18.3,4,3,48321.45,48,4.66,1,2436.04,3854.01,Rent,1,4.6,West,3255.39,0.1416,0.2983,2,No,0,0
CUST-001383,40,Female,Divorced,Associate,Salaried,47489.61,1960.64,692.0,15.4,3,1,98552.96,60,7.14,5,2643.95,807.64,Mortgage,1,5.8,East,1261.56,0.4954,0.4169,2,Yes,0,0
CUST-001384,37,Female,Married,Bachelor,Salaried,68187.28,3444.83,768.0,18.3,0,0,83452.76,84,9.03,3,23129.48,-3006.69,Mortgage,1,6.4,West,3123.79,0.6062,0.4104,2,No,0,0
CUST-001385,37,Female,Single,Bachelor,Salaried,39507.18,764.08,630.0,16.7,4,1,202359.1,24,9.58,1,7160.67,991.72,Rent,1,9.4,East,841.31,0.2321,0.8428,2,No,1,1
CUST-001386,43,Male,Divorced,Associate,Salaried,43103.32,980.74,710.0,19.1,1,1,20145.49,48,3.39,4,180.48,-737.98,Mortgage,0,7.2,North,2389.92,0.273,0.2445,2,No,0,0
CUST-001387,54,Male,Divorced,Master,Retired,62028.26,1240.22,708.0,33.4,8,1,9359.45,48,3.75,0,3062.22,-3500.0,Rent,0,11.2,North,2202.7,0.2399,0.6877,1,No,0,0
CUST-001388,28,Male,Single,Master,Salaried,93816.48,5055.61,647.0,6.2,0,1,12374.35,60,7.15,2,1592.66,-3500.0,Rent,0,0.7,West,3161.51,0.6467,0.8825,1,No,1,0
CUST-001389,49,Male,Married,Bachelor,Contract,51843.01,1276.65,735.0,28.1,4,1,29805.42,12,4.89,1,2864.88,8068.58,Mortgage,0,,West,2502.1,0.2955,0.4976,0,Yes,0,0
CUST-001390,18,Female,Married,High School,Salaried,51387.92,1295.15,,0.0,6,0,15721.37,60,7.07,2,32200.75,3430.55,Mortgage,1,,East,2394.28,0.3024,0.5724,1,No,0,0
CUST-001391,18,Male,Married,Bachelor,Salaried,89599.65,3518.12,646.0,0.0,3,2,26035.57,60,7.79,4,760.42,1490.82,Own,0,0.0,West,3906.39,0.4712,0.5575,2,No,0,0
CUST-001392,55,Female,Single,Bachelor,Contract,89175.59,1788.37,743.0,34.9,3,0,32835.4,60,6.02,4,10899.7,17.93,Rent,0,4.3,South,3155.37,0.2407,0.7806,1,No,0,0
CUST-001393,35,Male,Single,Associate,Unemployed,15549.26,368.17,715.0,14.2,1,2,50547.85,48,3.52,1,1515.76,785.67,Own,0,0.6,South,666.16,0.2841,0.3174,0,No,0,0
CUST-001394,40,Male,Married,,Self-employed,121776.96,1865.3,636.0,13.0,0,2,66308.82,48,7.19,4,20163.48,1192.05,Rent,1,9.0,West,4125.1,0.1838,0.8011,1,No,0,0
CUST-001395,39,Female,Single,Master,Salaried,22473.05,510.17,728.0,16.9,1,0,9916.67,36,7.24,2,3173.67,8.51,Other,1,3.8,East,1095.69,0.2724,0.4192,0,Yes,0,0
CUST-001396,35,Male,Divorced,Bachelor,Contract,34945.97,914.93,730.0,10.2,1,1,14360.1,36,4.7,2,3638.42,6480.53,Own,0,5.7,West,372.18,0.3142,0.5998,1,No,0,0
CUST-001397,33,Male,Married,Bachelor,Contract,142297.69,3150.36,701.0,10.6,2,1,10977.76,60,6.72,0,16373.06,15037.7,Mortgage,1,8.8,South,5251.61,0.2657,0.1262,1,No,0,0
CUST-001398,44,Male,Married,Master,Salaried,419557.88,2406.48,704.0,20.9,4,1,7540.63,24,8.3,2,14394.8,,Mortgage,0,10.5,Central,4959.08,0.3043,0.9109,2,No,1,0
CUST-001399,32,Male,Married,Master,Contract,31710.06,611.61,646.0,12.2,5,1,16454.83,24,8.63,0,941.92,2461.11,Rent,0,3.0,Central,1074.98,0.2315,0.5874,1,No,0,0
CUST-001400,38,Male,Married,Bachelor,Self-employed,60384.85,1386.17,699.0,15.3,2,1,46433.25,36,6.8,2,28083.2,5536.9,Rent,2,7.6,South,1994.04,0.2755,0.8446,3,No,0,1
CUST-001401,39,Female,Married,High School,Self-employed,26331.8,1032.55,694.0,16.0,4,0,13826.78,60,7.72,1,1314.77,2094.42,Rent,2,4.3,North,1907.37,0.4706,0.4773,1,No,0,0
CUST-001402,56,Male,Married,Associate,Contract,40406.9,2261.57,795.0,37.5,7,0,64142.16,24,3.29,5,5956.84,-324.7,Mortgage,1,24.1,North,2136.61,0.6716,0.6996,2,Yes,0,0
CUST-001403,26,Male,Married,Bachelor,Contract,20611.66,1009.27,644.0,7.8,5,1,38398.36,12,9.95,1,1440.81,1450.2,Rent,5,7.1,East,1565.55,0.5876,0.6257,1,No,1,1
CUST-001404,48,Male,Married,High School,Self-employed,59056.35,1288.26,677.0,26.9,5,1,44293.15,60,7.05,4,0.0,-2883.3,Mortgage,0,16.9,West,3678.35,0.2618,0.3937,3,Yes,0,0
CUST-001405,32,Male,Married,Bachelor,Salaried,38184.17,2113.57,702.0,12.3,0,0,23221.49,24,6.14,0,945.21,916.36,Rent,0,3.4,West,1386.72,0.6642,0.8438,1,No,0,0
CUST-001406,38,Female,Single,High School,Salaried,24970.26,789.19,705.0,18.1,3,1,14423.95,60,3.68,1,0.0,912.13,Mortgage,2,7.2,South,1946.94,0.3793,0.5926,0,No,0,0
CUST-001407,64,Male,Married,Master,Contract,105446.09,1208.52,723.0,31.5,7,0,8258.16,24,3.86,2,36624.06,-3500.0,Mortgage,1,19.3,West,4713.88,0.1375,0.8253,3,No,0,0
CUST-001408,33,Male,Married,High School,Salaried,57642.37,1311.7,630.0,0.0,5,0,29076.3,24,9.45,0,16157.66,929.63,Rent,1,4.8,East,2883.21,0.2731,0.2233,0,No,1,0
CUST-001409,52,Non-binary,Married,High School,Self-employed,35134.73,1361.09,717.0,26.7,3,0,15845.12,72,6.2,1,1998.73,2177.57,Mortgage,1,27.6,West,1518.52,0.4649,0.3844,0,No,0,0
CUST-001410,18,Female,Divorced,High School,Salaried,51400.13,1107.14,725.0,0.0,1,0,50075.98,60,6.38,2,11712.47,7801.63,Rent,1,0.0,Central,1487.31,0.2585,0.4446,0,No,0,0
CUST-001411,28,Male,Single,Bachelor,Salaried,51693.72,515.67,713.0,5.1,4,0,10269.32,24,6.27,1,45246.4,-3500.0,Mortgage,0,7.8,West,2148.72,0.1197,0.8106,1,No,0,0
CUST-001412,34,Male,Married,Master,Contract,22551.03,287.91,711.0,15.2,3,0,38953.14,60,7.63,1,855.85,710.96,Rent,2,3.0,East,534.64,0.1532,0.2851,0,No,0,0
CUST-001413,44,Female,Married,High School,Contract,106920.27,2284.13,763.0,22.6,2,0,23184.89,36,5.84,0,5424.73,16763.07,Own,2,9.8,East,4252.21,0.2564,0.83,2,Yes,0,0
CUST-001414,21,Male,Single,Bachelor,Salaried,58108.14,878.72,732.0,0.4,6,1,22183.46,60,4.3,0,12470.32,2538.96,Rent,1,1.3,North,2070.56,0.1815,,1,No,0,0
CUST-001415,47,Female,Single,Bachelor,Salaried,56446.16,1428.25,755.0,23.1,5,0,24446.06,36,4.66,1,30577.69,3201.21,Rent,1,9.9,West,1737.0,0.3036,0.186,1,No,0,0
CUST-001416,33,Male,Married,High School,Contract,20337.83,959.59,682.0,11.8,2,2,22969.21,72,6.89,4,0.0,1978.7,Other,1,3.9,East,372.93,0.5662,0.8104,2,No,0,1
CUST-001417,30,Non-binary,Married,Doctorate,Salaried,111323.26,1225.34,,10.6,1,0,5810.61,60,6.85,1,8111.34,15519.47,Rent,1,4.3,West,4274.19,0.1321,0.4252,2,No,0,0
CUST-001418,54,Female,Married,Bachelor,Retired,100345.51,2560.49,729.0,35.9,5,0,8408.43,48,5.48,1,24416.78,2989.79,Mortgage,1,10.7,East,1193.87,0.3062,0.4772,1,No,0,0
CUST-001419,47,Male,Married,Doctorate,Unemployed,77015.12,3808.97,699.0,27.8,5,1,20931.13,36,10.65,2,5746.53,16187.6,Rent,0,1.8,Central,3571.69,0.5935,0.2665,0,No,0,1
CUST-001420,29,Male,Widowed,Associate,Contract,42209.82,1771.38,701.0,8.9,2,2,14692.44,72,5.77,0,4049.12,-1102.77,Own,0,0.8,Central,2126.79,0.5036,0.6749,2,No,0,0
CUST-001421,38,Male,Single,Bachelor,Salaried,47162.51,935.76,713.0,13.4,6,0,11055.84,48,2.5,1,409.76,-2558.11,Rent,0,8.6,East,2150.33,0.2381,0.1146,1,Yes,0,0
CUST-001422,41,Female,Married,High School,Salaried,22378.61,275.48,501.0,21.4,1,3,6061.13,72,14.23,1,0.0,2342.94,Mortgage,1,,North,1208.3,0.1477,0.8724,1,No,1,1
CUST-001423,46,Female,Divorced,Bachelor,Salaried,47913.61,1499.51,710.0,22.1,5,0,89233.5,36,2.5,1,6184.57,4013.34,Rent,0,8.2,South,1305.78,0.3756,0.4001,3,No,0,0
CUST-001424,62,Female,Single,High School,Contract,16893.1,707.89,692.0,40.3,1,0,18228.96,60,2.79,0,974.5,1100.27,Mortgage,1,22.4,South,841.55,0.5028,0.2722,0,No,0,0
CUST-001425,22,Female,Married,Master,Salaried,68746.37,2093.2,693.0,2.6,4,0,11968.83,48,6.19,4,598.42,2797.03,Rent,3,2.5,West,2441.72,0.3654,0.7384,1,No,0,0
CUST-001426,65,Male,Married,Bachelor,Self-employed,95923.56,3271.65,770.0,44.6,3,0,29894.08,60,3.95,1,20598.22,-1287.87,Own,0,34.1,West,5080.81,0.4093,0.5729,0,No,0,1
CUST-001427,36,Male,Married,Bachelor,Salaried,32468.75,1007.05,670.0,13.9,1,1,30617.29,60,7.78,1,,2099.76,Rent,1,6.5,East,1658.61,0.3722,0.1843,2,No,0,0
CUST-001428,40,Male,Single,Bachelor,Self-employed,42651.56,1197.87,742.0,21.3,3,1,31719.97,36,6.2,0,12637.2,6280.59,Mortgage,0,5.4,North,1663.4,0.337,0.4497,1,No,0,0
CUST-001429,31,Female,Married,Associate,Unemployed,8343.72,453.07,585.0,11.9,6,3,55249.21,48,10.51,3,0.0,227.02,Own,1,,West,723.01,0.6516,0.332,3,No,1,0
CUST-001430,41,Female,Married,High School,Salaried,,2414.45,669.0,19.4,8,2,24923.49,72,3.85,1,21054.98,-426.14,Rent,1,4.0,South,4141.79,0.3352,0.385,1,Yes,0,0
CUST-001431,32,Female,Single,Master,Salaried,83835.8,2247.3,722.0,9.5,6,0,24372.27,48,4.72,0,17638.26,1341.42,Own,1,3.7,South,4456.74,0.3217,0.483,0,No,0,0
CUST-001432,38,Female,Married,Bachelor,Contract,80784.47,2979.91,754.0,17.8,1,1,25877.98,60,2.5,1,1472.46,9356.22,Mortgage,4,13.2,South,2832.02,0.4426,0.1924,1,No,0,0
CUST-001433,42,Male,Single,Master,Salaried,39381.99,667.03,697.0,16.7,4,1,34932.37,36,3.57,4,2475.37,,Mortgage,2,11.5,West,1835.98,0.2032,0.5427,4,No,0,0
CUST-001434,41,Female,Single,Bachelor,Self-employed,83407.96,724.43,700.0,18.4,2,0,4512.75,60,4.1,0,12443.08,3843.33,Rent,1,3.8,North,4266.91,0.1042,0.465,2,Yes,0,0
CUST-001435,75,Female,Married,Doctorate,Unemployed,10881.25,507.72,523.0,50.0,1,3,126037.84,60,13.86,2,6828.24,83.23,Mortgage,2,0.9,South,707.47,0.5599,0.8335,2,No,1,1
CUST-001436,55,Male,Married,Associate,Salaried,42193.23,717.7,685.0,34.0,5,0,28316.42,48,3.3,3,3566.9,8597.71,Mortgage,3,7.0,Central,1244.25,0.2041,0.6592,3,No,0,0
CUST-001437,44,Male,Single,Bachelor,Salaried,107545.96,1513.26,781.0,21.0,2,0,40983.07,72,4.27,5,3934.93,7136.75,Own,0,14.6,Central,2789.7,0.1689,0.6931,2,No,0,0
CUST-001438,42,Female,Married,High School,Self-employed,82047.49,1912.83,818.0,13.6,4,0,12963.03,36,3.81,6,7065.28,4815.88,Rent,1,,Central,3486.42,0.2798,0.2591,2,No,0,0
CUST-001439,61,Female,Married,High School,Salaried,22389.03,302.12,697.0,38.2,1,0,16354.17,36,10.87,1,870.15,2111.61,Own,3,6.1,West,1271.56,0.1619,0.1209,2,No,0,0
CUST-001440,53,Male,Married,High School,Unemployed,19971.55,269.21,654.0,32.9,1,2,11825.67,72,5.1,1,635.48,495.76,Own,1,1.3,East,1080.85,0.1618,0.5547,0,No,0,1
CUST-001441,38,Female,Divorced,Doctorate,Contract,196989.13,9839.89,570.0,18.1,2,2,51931.81,36,10.91,1,9552.54,-3361.01,Mortgage,1,8.7,West,8819.23,0.5994,0.947,0,No,1,1
CUST-001442,39,Female,Single,Bachelor,Salaried,51668.49,860.01,665.0,12.2,3,1,12954.37,48,7.3,2,10338.74,-189.1,Mortgage,1,3.1,South,1189.84,0.1997,0.2089,1,No,0,0
CUST-001443,62,Male,Single,Associate,Unemployed,15930.85,733.34,641.0,42.9,1,1,14957.06,36,7.67,1,735.72,614.23,Own,0,5.3,Central,611.27,0.5524,0.2466,1,No,0,0
CUST-001444,56,Female,Divorced,High School,Salaried,33141.42,423.76,694.0,25.3,4,0,7966.64,24,6.93,0,2664.91,3066.63,Rent,2,4.2,North,1586.52,0.1534,0.1747,1,Yes,0,0
CUST-001445,52,Female,Married,Bachelor,Salaried,38949.04,1080.39,710.0,32.8,1,0,28075.81,60,6.82,1,5792.18,,Rent,1,20.7,Central,1503.49,0.3329,0.4021,2,No,0,0
CUST-001446,44,Female,Single,Master,Unemployed,8244.35,273.06,730.0,21.6,6,1,26162.49,48,3.72,3,385.68,925.09,Mortgage,0,2.8,West,582.35,0.3974,0.3125,0,No,0,0
CUST-001447,42,Male,Married,High School,Salaried,72181.91,1997.97,774.0,21.1,3,0,18992.76,60,6.35,1,6562.24,7085.55,Rent,2,13.3,North,2058.82,0.3322,0.0209,1,Yes,0,0
CUST-001448,26,Female,Married,Bachelor,Unemployed,13852.23,507.29,644.0,5.0,1,2,16414.65,48,8.84,0,151.04,432.05,Rent,5,0.8,Central,1197.55,0.4395,0.2619,2,No,0,0
CUST-001449,36,Female,Single,Master,Salaried,79835.14,4537.87,724.0,14.7,1,0,6997.57,60,4.2,1,14195.19,9199.08,Mortgage,0,7.9,North,3030.33,0.6821,0.6697,3,No,0,1
CUST-001450,40,Female,Married,Associate,Self-employed,42910.01,1753.38,691.0,17.7,5,2,35366.0,24,8.6,3,66.14,-2048.35,Mortgage,0,0.3,South,1498.6,0.4903,0.736,3,No,0,0
CUST-001451,34,Female,Married,Bachelor,Salaried,,1247.33,646.0,12.0,4,2,199598.83,60,6.98,2,13639.32,1556.49,Rent,0,3.1,West,3822.09,0.2228,0.7681,0,Yes,0,0
CUST-001452,22,Female,Married,Bachelor,Contract,72996.21,467.72,676.0,0.2,5,1,32273.02,24,11.44,1,3341.63,1846.86,Rent,2,0.2,North,4116.75,0.0769,0.7315,2,No,0,0
CUST-001453,43,Male,Single,Doctorate,Self-employed,106357.6,1454.68,732.0,21.3,2,1,98758.19,60,4.95,0,8663.92,9153.22,Rent,0,3.4,North,3168.03,0.1641,0.3961,1,No,0,0
CUST-001454,43,Male,Married,Master,Salaried,49005.94,1673.13,687.0,20.5,3,0,32949.19,24,9.37,2,4757.62,274.17,Rent,1,4.5,West,2307.1,0.4097,0.1496,2,No,0,0
CUST-001455,38,Male,Married,Bachelor,Retired,27456.47,829.52,666.0,17.9,7,2,12380.01,84,6.68,2,6749.91,3679.17,Own,3,8.7,Central,2079.4,0.3625,0.2642,3,No,0,0
CUST-001456,42,Female,Single,Master,Contract,65191.2,1800.41,680.0,22.2,2,0,22656.69,36,6.14,2,3225.94,2503.97,Mortgage,1,7.2,South,1516.97,0.3314,0.2428,1,No,0,0
CUST-001457,46,Non-binary,Married,Master,Salaried,76910.86,1601.19,677.0,27.8,5,1,12511.68,60,10.08,4,13082.83,1987.51,Mortgage,0,6.9,West,3191.69,0.2498,0.3499,1,No,0,0
CUST-001458,40,Female,Married,High School,Contract,34302.96,276.35,751.0,19.0,5,0,14406.37,48,5.06,1,,4521.79,Rent,3,11.9,North,2081.9,0.0967,0.4887,2,No,0,0
CUST-001459,44,Female,Single,Associate,Salaried,63373.31,1324.25,780.0,12.8,4,0,6300.43,36,3.16,3,2147.86,3868.0,Own,0,10.5,West,2140.69,0.2508,0.1548,1,No,0,1
CUST-001460,42,Non-binary,Single,Bachelor,Self-employed,28536.65,441.29,631.0,22.3,2,2,12853.79,36,9.3,2,6193.34,4716.23,Rent,2,15.0,South,1514.38,0.1856,0.3977,1,Yes,1,0
CUST-001461,50,Female,Single,Master,Contract,34192.94,1439.51,804.0,30.0,2,0,10590.02,12,2.5,3,7794.66,-2149.19,Rent,2,3.8,West,1458.41,0.5052,0.4966,1,Yes,0,0
CUST-001462,41,Male,Married,Bachelor,Salaried,59312.83,1011.44,754.0,13.8,5,1,28452.2,36,4.4,0,3508.67,6304.99,Rent,1,12.4,West,2022.62,0.2046,0.5601,0,No,0,0
CUST-001463,54,Male,Single,High School,Unemployed,12163.79,578.05,837.0,29.8,2,0,8754.63,24,2.53,1,2517.86,271.46,Rent,1,3.0,South,444.17,0.5703,0.1474,0,No,0,0
CUST-001464,39,Female,Single,Master,Self-employed,92741.81,1492.14,742.0,19.0,4,0,61788.17,72,5.49,0,23238.99,7903.39,Mortgage,0,4.9,North,5922.25,0.1931,0.7116,0,No,0,0
CUST-001465,60,Female,Married,Doctorate,Salaried,88171.93,1405.69,754.0,39.8,4,0,10443.83,12,2.98,2,829.06,9839.72,Rent,1,14.5,West,3840.19,0.1913,0.4101,2,No,0,0
CUST-001466,32,Male,Single,Bachelor,Salaried,38718.65,920.96,729.0,11.6,5,0,27079.05,60,2.5,2,1523.61,1113.59,Mortgage,1,6.9,East,1376.57,0.2854,0.4279,2,No,0,0
CUST-001467,61,Female,Married,Bachelor,Salaried,38670.44,247.69,765.0,37.0,4,0,20297.39,60,2.5,1,6442.37,-1735.61,Mortgage,3,6.3,South,903.67,0.0769,0.475,3,Yes,0,0
CUST-001468,46,Non-binary,Single,High School,Salaried,28778.43,611.39,703.0,26.9,4,0,16976.7,60,5.62,0,2606.94,1238.17,Rent,0,10.3,North,972.61,0.2549,0.5086,0,No,0,0
CUST-001469,44,Male,Married,High School,Salaried,31028.88,260.8,613.0,20.5,0,2,10361.97,84,12.71,0,16020.63,-690.79,Own,1,10.2,South,1139.4,0.1009,0.4372,1,No,0,0
CUST-001470,39,Female,Single,Associate,Salaried,77232.99,960.22,684.0,11.8,6,1,38409.67,60,9.81,1,7042.8,7317.37,Rent,0,3.6,Central,2934.0,0.1492,0.411,1,No,0,0
CUST-001471,23,Female,Married,Master,Self-employed,97158.12,2401.16,690.0,4.2,3,1,18316.08,36,6.68,1,17026.98,-707.9,Rent,3,0.9,West,2147.71,0.2966,0.5314,0,No,0,0
CUST-001472,50,Female,Married,Bachelor,Contract,120801.6,827.85,711.0,29.7,6,0,40332.07,60,8.95,2,17952.75,13311.46,Mortgage,1,14.3,Central,3060.81,0.0822,0.311,1,Yes,0,0
CUST-001473,53,Female,Married,Bachelor,Salaried,80168.15,2313.06,789.0,31.6,4,0,28413.39,84,2.86,3,27878.64,1012.54,Rent,3,12.5,North,4271.93,0.3462,0.3005,3,No,0,0
CUST-001474,44,Female,Married,Master,Contract,52113.34,1788.35,662.0,19.5,3,1,4942.74,60,6.2,1,8904.68,4814.84,Rent,2,15.3,Central,2981.92,0.4118,0.3661,1,No,0,0
CUST-001475,49,Male,Single,High School,Contract,54236.0,355.45,686.0,24.5,1,0,66821.08,48,10.33,0,34987.99,6227.5,Mortgage,0,13.4,South,2068.97,0.0786,0.1587,1,No,0,0
CUST-001476,37,Male,Married,Master,Salaried,48968.12,592.58,736.0,16.7,6,0,26288.47,60,2.5,0,8336.03,4489.24,Mortgage,2,11.5,East,3125.8,0.1452,0.3164,1,No,0,0
CUST-001477,37,Female,Divorced,Bachelor,Self-employed,128280.29,4075.05,714.0,16.7,5,1,7548.65,12,5.13,1,32612.91,13191.53,Mortgage,0,8.6,Central,2656.63,0.3812,0.5246,1,No,0,0
CUST-001478,20,Female,Single,Bachelor,Self-employed,64505.99,1969.96,727.0,0.0,3,0,21518.05,84,2.5,2,3274.06,7211.34,Other,0,0.7,South,1628.81,0.3665,0.825,0,No,0,0
CUST-001479,41,Male,Married,High School,Retired,17894.51,381.64,728.0,18.9,1,0,12332.78,12,5.41,1,6257.04,1081.71,Rent,0,1.7,North,809.03,0.2559,0.2455,0,No,0,0
CUST-001480,43,Male,Married,Doctorate,Self-employed,57129.09,874.94,677.0,20.7,3,1,9993.5,72,3.43,1,7799.35,510.71,Rent,1,10.1,Central,1690.44,0.1838,0.7775,1,Yes,0,0
CUST-001481,35,Female,Single,Bachelor,Contract,52419.01,2069.07,701.0,10.9,6,1,24930.19,84,9.7,4,4054.52,7064.93,Rent,2,7.0,North,1568.92,0.4737,0.3952,3,No,0,0
CUST-001482,33,Female,Married,Master,Salaried,53020.99,388.5,766.0,13.3,4,1,32470.25,60,5.77,1,2976.49,7596.79,Other,2,3.8,Central,1976.82,0.0879,0.637,2,Yes,0,0
CUST-001483,75,Male,Married,High School,Salaried,31793.27,85.01,701.0,50.0,2,0,28792.87,60,3.29,0,12345.67,1876.54,Rent,0,27.9,Central,1372.55,0.0321,0.5587,1,No,0,0
CUST-001484,24,Female,Single,High School,Salaried,,4094.44,667.0,3.1,2,0,58325.14,60,4.87,1,44983.32,8079.3,Own,1,1.9,West,4997.72,0.3574,0.3561,2,No,0,0
CUST-001485,53,Male,Married,Master,Unemployed,14257.31,515.83,661.0,29.0,4,2,27219.28,36,8.68,0,0.0,-1429.43,Mortgage,1,3.9,North,776.87,0.4342,1.0004,0,No,0,0
CUST-001486,48,Female,Widowed,Associate,Unemployed,28462.71,244.8,539.0,23.6,1,5,19682.84,36,14.67,1,19875.51,1748.9,Mortgage,0,2.3,East,796.87,0.1032,1.052,1,No,1,0
CUST-001487,65,Male,Married,Bachelor,Self-employed,72721.13,2252.35,700.0,40.4,5,0,49677.0,72,5.84,4,10577.27,-1350.08,Rent,0,32.8,North,1257.02,0.3717,0.1254,2,No,0,0
CUST-001488,58,Female,Married,Bachelor,Self-employed,64984.08,1191.91,735.0,37.6,5,1,7276.08,84,3.97,1,6780.7,3960.95,Mortgage,1,3.9,South,1803.68,0.2201,0.4476,3,No,0,0
CUST-001489,36,Male,Single,Bachelor,Salaried,97243.28,3685.2,656.0,7.8,3,1,7914.26,36,9.07,1,12600.4,12620.6,Mortgage,3,7.3,East,3669.16,0.4548,0.5215,0,No,0,0
CUST-001490,31,Male,Married,Master,Unemployed,49008.55,590.48,609.0,11.1,3,4,32821.03,36,8.9,1,6517.64,4747.0,Mortgage,1,0.2,Central,1666.28,0.1446,0.5052,3,Yes,1,0
CUST-001491,45,Female,Married,Master,Salaried,54171.18,2198.4,683.0,23.4,4,1,38004.64,60,8.48,3,2708.97,6784.17,Own,1,19.8,Central,1455.84,0.487,0.4577,2,Yes,0,0
CUST-001492,46,Female,Divorced,High School,Salaried,22982.39,95.09,578.0,27.0,2,3,6323.74,36,11.29,0,0.0,-206.93,Rent,2,9.2,West,1215.01,0.0497,0.7733,3,No,1,0
CUST-001493,42,Non-binary,Married,Bachelor,Salaried,55707.6,1336.38,616.0,18.2,4,3,10163.37,60,9.06,3,21201.34,-1610.39,Mortgage,0,15.1,West,2135.92,0.2879,0.8704,3,No,1,1
CUST-001494,33,Female,Married,Bachelor,Self-employed,112057.05,3294.53,626.0,11.1,1,4,8258.41,36,11.37,0,9592.48,3440.89,Rent,1,6.8,South,7091.21,0.3528,0.8511,1,Yes,0,1
CUST-001495,40,Female,Married,Bachelor,Self-employed,179030.52,2545.32,741.0,19.7,5,1,9865.0,60,5.72,1,9098.19,11802.43,Mortgage,2,17.0,South,6558.42,0.1706,0.9953,0,Yes,0,0
CUST-001496,75,Female,Married,High School,Unemployed,10318.65,511.69,747.0,50.0,5,1,31409.38,24,2.5,2,619.49,471.23,Own,0,4.4,South,350.0,0.5951,0.3703,0,No,0,0
CUST-001497,49,Male,Married,Bachelor,Contract,29799.39,816.53,637.0,27.1,2,2,75323.58,60,12.14,4,0.0,1152.15,Mortgage,0,3.1,East,1972.92,0.3288,0.2774,2,No,1,1
CUST-001498,23,Female,Single,Master,Contract,153204.68,3160.28,714.0,0.0,2,0,6826.15,72,3.92,2,16787.01,15292.99,,0,2.3,West,5047.47,0.2475,0.2546,1,No,0,0
CUST-001499,38,Male,Married,Bachelor,Self-employed,80023.1,2836.75,726.0,14.6,1,0,25340.24,60,2.75,2,86688.05,9411.1,Mortgage,4,1.0,Central,3112.81,0.4254,0.4041,2,No,0,0
CUST-001500,62,Male,Married,High School,,57959.45,1387.83,711.0,43.0,3,0,8204.66,60,3.82,3,2984.48,1855.58,Rent,2,14.3,North,2231.61,0.2873,0.4112,1,No,0,0
CUST-001501,54,Male,Married,Bachelor,Retired,59273.59,703.32,659.0,30.5,0,2,77920.09,60,6.28,0,0.0,5436.02,Own,0,9.6,East,368.28,0.1424,0.5015,0,No,0,0
CUST-001502,32,Female,Single,High School,Unemployed,11071.82,473.19,582.0,8.8,0,2,5348.98,36,13.18,1,0.0,528.44,Mortgage,1,0.5,North,789.18,0.5129,0.3295,1,No,1,1
CUST-001503,18,Female,Single,Doctorate,Salaried,83425.87,2500.23,647.0,0.0,4,3,17963.54,48,9.3,1,9886.06,2069.71,Own,0,0.0,Central,4601.78,0.3596,0.7902,1,No,1,0
CUST-001504,51,Male,Married,High School,Retired,46522.68,1766.27,646.0,25.3,2,1,20432.8,48,7.29,1,3013.54,1654.08,Own,2,1.8,South,1264.55,0.4556,0.4953,1,No,0,0
CUST-001505,44,Female,Married,Master,Contract,43521.96,740.49,713.0,23.1,5,1,35251.12,36,5.25,2,6599.6,4908.11,Mortgage,3,16.7,West,1257.65,0.2042,0.8807,3,No,0,0
CUST-001506,28,Male,Widowed,Bachelor,Salaried,32826.71,295.16,,5.4,3,1,7798.44,24,6.28,0,607.54,3290.31,Mortgage,0,4.9,Central,714.4,0.1079,0.7448,3,No,0,0
CUST-001507,58,Female,Married,Master,Salaried,42339.9,1289.08,751.0,35.7,2,0,93748.39,60,10.07,1,4031.12,-2394.97,Own,2,7.3,Central,1541.88,0.3654,0.4885,0,No,0,0
CUST-001508,44,Female,Widowed,High School,Contract,49256.62,192.06,821.0,19.9,3,0,19053.14,60,2.93,1,12417.19,4478.05,Mortgage,0,14.9,South,1547.98,0.0468,0.3584,4,No,0,0
CUST-001509,44,Female,Divorced,Bachelor,Retired,34202.48,1059.96,726.0,22.7,2,0,38886.68,84,6.52,3,5335.97,-948.26,Mortgage,0,12.6,North,547.49,0.3719,0.6168,0,No,0,0
CUST-001510,42,Male,Divorced,Master,Self-employed,165411.61,8382.28,699.0,23.5,3,1,19874.07,36,3.08,2,10149.08,8198.42,Rent,0,6.6,East,6998.86,0.6081,0.7635,2,No,0,0
CUST-001511,41,Female,Married,Bachelor,Self-employed,86873.95,1899.77,718.0,19.6,4,0,18571.75,36,2.5,0,4667.22,9156.27,Rent,2,5.4,North,4969.84,0.2624,0.1287,1,No,0,1
